,filename,class,folder
1972,4dde8c51-f8a3-45ce-9822-819d696ae966_chan1_v0,Gunshot,gunshots
1973,4f323e9a-51e4-406a-a459-f1244a4280ea_chan2_v0,Gunshot,gunshots
1974,4f323e9a-51e4-406a-a459-f1244a4280ea_chan4_v0,Gunshot,gunshots
1978,57732423-91a8-4d0f-b623-c9a61731b270_v1,Gunshot,gunshots
1979,57732423-91a8-4d0f-b623-c9a61731b270_v0,Gunshot,gunshots
1980,545023ab-9344-4ff1-b0a7-ef5eda73893d_chan5_v1,Gunshot,gunshots
1982,545023ab-9344-4ff1-b0a7-ef5eda73893d_mean_v1,Gunshot,gunshots
1986,545023ab-9344-4ff1-b0a7-ef5eda73893d_chan6_v1,Gunshot,gunshots
1992,545023ab-9344-4ff1-b0a7-ef5eda73893d_chan5_v0,Gunshot,gunshots
1995,54c1f836-9209-4844-80c7-f20f34d0981c_mean_v0,Gunshot,gunshots
2000,0a07b229-7d2b-4d2b-8f32-c94cbc7b1487_chan4_v1,Gunshot,gunshots
2001,063b74d6-eb05-437e-b767-14a3248cd10c_chan1_v0,Gunshot,gunshots
2005,063b74d6-eb05-437e-b767-14a3248cd10c_chan2_v1,Gunshot,gunshots
2006,0a07b229-7d2b-4d2b-8f32-c94cbc7b1487_chan1_v1,Gunshot,gunshots
2009,063b74d6-eb05-437e-b767-14a3248cd10c_chan0_v1,Gunshot,gunshots
2010,0a07b229-7d2b-4d2b-8f32-c94cbc7b1487_chan0_v1,Gunshot,gunshots
2011,0a07b229-7d2b-4d2b-8f32-c94cbc7b1487_chan2_v1,Gunshot,gunshots
2012,063b74d6-eb05-437e-b767-14a3248cd10c_mean_v0,Gunshot,gunshots
2013,063b74d6-eb05-437e-b767-14a3248cd10c_chan5_v0,Gunshot,gunshots
2015,063b74d6-eb05-437e-b767-14a3248cd10c_chan6_v0,Gunshot,gunshots
2018,063b74d6-eb05-437e-b767-14a3248cd10c_chan4_v1,Gunshot,gunshots
2019,063b74d6-eb05-437e-b767-14a3248cd10c_chan3_v0,Gunshot,gunshots
2024,0a07b229-7d2b-4d2b-8f32-c94cbc7b1487_mean_v1,Gunshot,gunshots
2039,0a07b229-7d2b-4d2b-8f32-c94cbc7b1487_chan6_v1,Gunshot,gunshots
2043,1475f234-1ab9-4202-82f4-96d5ecb9f064_chan0_v0,Gunshot,gunshots
2045,11fe0e34-0703-42dc-a3f8-36e39a820e98_v0,Gunshot,gunshots
2051,19c4d59e-7e55-4246-b9bc-f7d5a8799fbd_v0,Gunshot,gunshots
2053,1ad661e0-c668-444f-846e-53b74fd3b800_chan1_v0,Gunshot,gunshots
2056,1ad661e0-c668-444f-846e-53b74fd3b800_chan5_v0,Gunshot,gunshots
2057,1475f234-1ab9-4202-82f4-96d5ecb9f064_mean_v0,Gunshot,gunshots
2058,1ad661e0-c668-444f-846e-53b74fd3b800_chan3_v0,Gunshot,gunshots
2060,1ad661e0-c668-444f-846e-53b74fd3b800_chan0_v0,Gunshot,gunshots
2062,1ad661e0-c668-444f-846e-53b74fd3b800_chan2_v0,Gunshot,gunshots
2067,2206e99c-e7ee-493b-902e-1a970a9fc4fe_chan0_v0,Gunshot,gunshots
2072,2206e99c-e7ee-493b-902e-1a970a9fc4fe_chan0_v1,Gunshot,gunshots
2074,2206e99c-e7ee-493b-902e-1a970a9fc4fe_chan3_v0,Gunshot,gunshots
2075,201022ca-7dba-4eb6-9645-58ba06f2b80f_v0,Gunshot,gunshots
2079,2206e99c-e7ee-493b-902e-1a970a9fc4fe_chan4_v0,Gunshot,gunshots
2085,1ad661e0-c668-444f-846e-53b74fd3b800_mean_v0,Gunshot,gunshots
2086,1ad661e0-c668-444f-846e-53b74fd3b800_chan6_v0,Gunshot,gunshots
2092,2206e99c-e7ee-493b-902e-1a970a9fc4fe_chan1_v0,Gunshot,gunshots
2095,2206e99c-e7ee-493b-902e-1a970a9fc4fe_chan1_v1,Gunshot,gunshots
2098,2206e99c-e7ee-493b-902e-1a970a9fc4fe_mean_v0,Gunshot,gunshots
2099,3754edb6-7d4f-4432-820d-3829797748b7_mean_v0,Gunshot,gunshots
2100,384d1064-178e-47ef-864f-650dbff5b577_v0,Gunshot,gunshots
2105,3754edb6-7d4f-4432-820d-3829797748b7_chan5_v0,Gunshot,gunshots
2106,2206e99c-e7ee-493b-902e-1a970a9fc4fe_chan6_v0,Gunshot,gunshots
2107,3754edb6-7d4f-4432-820d-3829797748b7_chan6_v0,Gunshot,gunshots
2109,2206e99c-e7ee-493b-902e-1a970a9fc4fe_chan5_v0,Gunshot,gunshots
2110,33dd2a05-be90-45bc-aed1-8e092a5d8491_v0,Gunshot,gunshots
2113,3754edb6-7d4f-4432-820d-3829797748b7_chan4_v0,Gunshot,gunshots
2114,3754edb6-7d4f-4432-820d-3829797748b7_chan3_v0,Gunshot,gunshots
2115,3754edb6-7d4f-4432-820d-3829797748b7_chan0_v0,Gunshot,gunshots
2118,28c03348-1f65-41e4-b601-a6d49d1f8eec_v0,Gunshot,gunshots
2121,3754edb6-7d4f-4432-820d-3829797748b7_chan1_v0,Gunshot,gunshots
2124,3754edb6-7d4f-4432-820d-3829797748b7_chan2_v0,Gunshot,gunshots
2126,32ad3f19-100d-4e0f-9cd5-e5abf3e3b9d0_v0,Gunshot,gunshots
2128,549ae4a3-3088-47c6-9804-882b81f7f69e_chan0_v0,Gunshot,gunshots
2131,549ae4a3-3088-47c6-9804-882b81f7f69e_chan5_v0,Gunshot,gunshots
2132,549ae4a3-3088-47c6-9804-882b81f7f69e_chan4_v0,Gunshot,gunshots
2133,50e34be8-c0b4-4fc5-80fc-4c52f2ffde7a_mean_v0,Gunshot,gunshots
2135,50e34be8-c0b4-4fc5-80fc-4c52f2ffde7a_chan1_v0,Gunshot,gunshots
2141,50e34be8-c0b4-4fc5-80fc-4c52f2ffde7a_chan4_v0,Gunshot,gunshots
2143,50e34be8-c0b4-4fc5-80fc-4c52f2ffde7a_chan3_v0,Gunshot,gunshots
2146,4eb850aa-f3ed-49de-8778-ede8c8fc35d2_v0,Gunshot,gunshots
2147,50e34be8-c0b4-4fc5-80fc-4c52f2ffde7a_chan2_v0,Gunshot,gunshots
2148,5BA0B181_121665aa8f-0865-4d0a-94d9-a8222623cfe9e8973299-9a8c-4af7-b689-fae70e82cf9f9c9fd6d8-e00f-4a2e-b322-802eb17cc7f2,Gunshot,Training_Gunshot_Forest
2149,5BE21716_15ffcb1a7b-7644-4391-a2af-c1271cf2d196b037c2f6-08b7-4961-b96a-78cb56744167e8e55c60-a5b9-433d-8c21-c7520fc85331,Gunshot,Training_Gunshot_Forest
2150,5BA0B185_139e06fc81-e86c-4ffe-a773-8ddb4569e26bbe37ffd5-6a1f-4f56-b4c2-b21c4344bf2897429416-0016-4817-ac18-12e01aaedce6,Gunshot,Training_Gunshot_Forest
2151,5BCE4CED_40cf401889-0bfc-4be5-85eb-8c32d638d05784ad8794-4208-4f8f-92f7-d511f041a07ff4deac0b-cee6-4276-aca9-304eebd6a011,Gunshot,Training_Gunshot_Forest
2152,5BA23208_151ba871ce-4eb6-4cfb-b9dd-4c2e0cb14b962c922007-3bdf-4815-907e-9832d8a734392abefbdb-83b0-4bce-8268-e8ea237b7d63,Gunshot,Training_Gunshot_Forest
2153,5BE2195D_215b4dd3c3-d722-42f5-b7f5-452d08c529cd6113a682-f767-48fc-a842-9d55db88dda30c4a1b12-be91-4534-a674-1580e16694de,Gunshot,Training_Gunshot_Forest
2154,5BF004EC_2219f86276-afd8-475d-9e20-c670aca99d79647dbabd-920c-4f80-a1b7-032a1e3e8dfca1ce9375-7d1a-47a0-ac7d-3c2e8ad32c0d,Gunshot,Training_Gunshot_Forest
2155,5BE21952_206a4af8ab-8d97-41e3-98e7-80206d425ab0cb91aaa4-9f47-44f9-a554-8763a0b525a13d7e2489-a54b-4abf-9f60-8b0301a1b8d2,Gunshot,Training_Gunshot_Forest
2157,5BCE4D44_770308ea0-a02a-4209-8ceb-b5905a21cbfc0366b036-9ac6-442f-aa7e-e204b290073029330b68-ca32-4504-bb09-9d2e2a778886,Gunshot,Training_Gunshot_Forest
2159,5BCB9137_5d291acf3-3392-447b-905a-0c4ea026ec06bf208ecc-028f-4930-95b8-23913ff1ae0ff9d3aec4-b7ff-4f30-abb9-fc68b74efe1b,Gunshot,Training_Gunshot_Forest
2160,5BC8833B_43272d404c-7e40-4298-93b9-51f1ddd4faddcb69f375-b65b-432a-8f2e-645ffdcb369619f04e9a-ae41-493b-bac0-24ced21e156c,Gunshot,Training_Gunshot_Forest
2161,5BE215D6_4142418351-1159-4d3b-9644-04aa53cf1e5b8171c469-a01a-4d66-8fc4-ef98f26984b5a9d1e3cf-bb19-4392-a892-99d32fee0fa9,Gunshot,Training_Gunshot_Forest
2162,5BA2315C_1551eb84af-d7fe-418f-ba93-ac9e735a9ef8d9b5b893-5a8f-4487-8032-5fbda087e380042bc357-a365-44e0-9d0b-452b1451a2de,Gunshot,Training_Gunshot_Forest
2163,5BD455D9_20ad99d029-3ffb-42b9-8f3b-550427d3baffa5e85bf1-d4e1-49c7-af86-c9aabf148f81e014432d-4435-48c8-b4d5-089989937358,Gunshot,Training_Gunshot_Forest
2165,5BE21670_4697022832-fc4f-413a-a655-a4e580b17357265a45c3-5d87-4dcb-8346-ce609711f708af726457-1160-4b4f-bc34-8b4d66ad23ee,Gunshot,Training_Gunshot_Forest
2167,5BCB23EA_4684d0cf15-bd72-4796-9333-c4cd3d6fd9c0e28e3e5d-4a73-4ee9-96db-294486ad637f4ccb54df-b273-4e8a-9eca-203b4682c055,Gunshot,Training_Gunshot_Forest
2168,5BE217B2_61582251f1-7eac-4734-8da9-87d78ad757daab2ae78f-60e6-4e29-9c79-a3551368ed39e285f5ec-5acd-4aee-94a2-152c1b50e2fd,Gunshot,Training_Gunshot_Forest
2169,5B9FE452_3845e1bc9b-1037-41ed-8483-3212df99879015d3941d-e344-470d-9454-df7ed69b0b120bc76ac8-1ec5-420d-a3e1-f9083aca1f5f,Gunshot,Training_Gunshot_Forest
2170,5BE218E5_49041fd984-e637-4d3b-b8ef-14c91587f3a32224827b-676f-4267-bb2b-f6f2ca155eaa3cfd9a77-4aa2-4107-928b-cc8863f39579,Gunshot,Training_Gunshot_Forest
2171,5BE218E7_5069b3bb81-b2cb-4fce-9b7f-829cb792899f51f39b9d-e283-4aeb-90ec-5bb8bf4b97b1ebc30a57-d352-4898-b30d-7aca8a277326,Gunshot,Training_Gunshot_Forest
2172,5BE21A08_24166662c8-73f4-49dd-afc8-be65d369ec239e814448-454c-47ec-a304-68b6c86e9d05d0d97984-1e64-49c9-835c-2fc142fd2293,Gunshot,Training_Gunshot_Forest
2173,5BE21901_53d1714c81-bcaa-4778-8c1e-61c6fb8e93d041587160-fb67-4d28-a882-7546a8db9c5a7ed09510-7cd9-46d8-aebc-0d48c1f0e3cf,Gunshot,Training_Gunshot_Forest
2174,5BE219A7_568cdd8fa9-0b7b-4102-b59d-7219584399a154e7c70c-91f2-4287-8ece-59fe4f18e78260f17c65-4fb9-41c3-bc02-22f63b968b50,Gunshot,Training_Gunshot_Forest
2175,5BE219A5_55f2bd0301-540d-4898-bb37-38803274705fdbd5b5fd-bf9a-4ef3-92e0-6ac17fcbdabff65f0398-4e78-486c-8c1a-7d1b39606e3e,Gunshot,Training_Gunshot_Forest
2176,5BE2166E_45e8808c8c-2cb9-4106-96b7-1ae1c30d740cb6bfdad0-5825-4c4c-ae27-fd5e68e342634fb64612-0e39-4779-8bcd-8ca1853c3bb2,Gunshot,Training_Gunshot_Forest
2178,5BE216AA_142454a269-34d2-40e7-b746-48b97f3f8deffc6a361f-dcc6-4f02-9ed7-d25cbc42ef550ccc914f-49e6-4fa2-b445-2f15dfb636ed,Gunshot,Training_Gunshot_Forest
2179,5BE216A5_131d720a98-443b-4f7b-ac58-35181aeb458e2e6b3e9a-380e-4e8b-880e-90b22e71312539c1cd5e-7efd-42bc-8e6b-a0e7735665eb,Gunshot,Training_Gunshot_Forest
2182,5BE217BD_1644929f19-5e7a-4371-bb28-a71b25c07ce693c57333-37a3-4fa6-919a-ae7e6fe0dc93da05ac6e-cd13-47ab-9dba-7da95ff7dd05,Gunshot,Training_Gunshot_Forest
2183,5BE218EB_5109e2524a-1b12-4494-8054-d3cd98ac81c841b6cc1e-20b5-4a3a-8ede-5f372c7dffa732128ad5-87fa-4d4a-a4ab-dbe0f5de1956,Gunshot,Training_Gunshot_Forest
2184,5BA0ABAE_388f9e116b-b6fe-4a40-9b19-990bb5b260176771c5f9-9fcd-4a4c-9ba4-0aa3b6cc3a5d6d2d355b-5d52-40a2-b140-e0ed1c564880,Gunshot,Training_Gunshot_Forest
2185,5BE21903_544fca3125-932a-46ed-ac6f-840ce0d51e32610ebb1b-a821-49ef-bfbd-aacdc9fa406faa9c9863-68ed-493a-8926-0abdbac49983,Gunshot,Training_Gunshot_Forest
2186,5BCE4D40_26b14fbede-5ef1-4dc3-8820-7cca643a44112a70b918-a624-4562-831e-14a59b88b5c0a1511357-1f8f-4884-bb8d-a3b76e72c99a,Gunshot,Training_Gunshot_Forest
2187,5BCB23E6_45e4c6aacc-18ce-4d71-8cac-574d7fc0275cdbd089de-540a-490c-899f-67d0adf57398663169ac-349f-4804-8ee0-eadb52bfc2a5,Gunshot,Training_Gunshot_Forest
2188,5BCE4CE9_3925477721-2676-448b-aea0-0bceb1147e16f5d731f4-37d5-4a64-b5b7-59c077b25c729e8138f2-9074-4012-95a3-3fc2043e0b38,Gunshot,Training_Gunshot_Forest
2189,5BA23178_408391f0a9-0fea-421e-90a8-b9f63b62e66d9b7b90b8-5017-4fce-9980-3538a17c9da99c2bdaf5-70c5-4aa1-b1b2-36d62d54cdfb,Gunshot,Training_Gunshot_Forest
2190,5BE2166C_44e799fafa-9063-4f55-92c3-daca7151a272a3e14c63-949b-408e-a602-449a9bf7f6f3f3945a09-f42e-409e-8c77-7d1bfcf6f178,Gunshot,Training_Gunshot_Forest
2191,5BF006C9_237836b5f8-4007-4eb9-a5cb-f05bf69c3cff2fe12e52-98e3-44d4-8561-b64009218bfb0f03586f-2337-45bd-a575-4f1bdb7f6031,Gunshot,Training_Gunshot_Forest
2193,5BE21635_101de47172-8ece-4fbf-b2ab-4803bfb7b325e195df38-201e-4875-9ff0-6a4979b7b5a38cde1620-9a24-4148-99ce-a69201807d3e,Gunshot,Training_Gunshot_Forest
2194,5BE2163A_11aa48d847-3e21-4bf2-8ded-dc9851dcefda15537afa-55ed-4aca-9feb-d430ceb4856e69a41f4a-5961-48f0-8446-5067087d20da,Gunshot,Training_Gunshot_Forest
2195,5BE2194E_199bd7fc1d-0820-44dc-a807-0b214befe092abca2632-ed2d-4bc0-bbd8-fe4538c93cdbbc15bf37-9357-4235-b91b-c9c61fe20bbf,Gunshot,Training_Gunshot_Forest
2196,5BE218ED_525d8850b0-762d-42be-97f1-68d707e944b4b443bb35-74f4-49a6-9696-7f1191cbf098d84ce22c-2206-4603-b221-fd60cbb5632e,Gunshot,Training_Gunshot_Forest
2197,5BE2175E_478b811f37-9d62-4ba0-88c4-bcdb5e19dfa00813c16f-12c0-4e8a-9f87-6ed45b05a330dc00a296-ab8c-4d46-9499-144a40fbf6f1,Gunshot,Training_Gunshot_Forest
2199,5BD455D4_19d67c93e2-19f3-45f9-909f-0be6ed841d5006ff4584-2c61-4fdb-9e63-412dcbf7a37ec36e0bab-0186-4f95-a4b7-f67e5d087b85,Gunshot,Training_Gunshot_Forest
2200,5BA23158_14b07391bb-0e99-41df-9716-15bf39eae5e13b8b1874-2372-4b01-926f-42604f122fb59eb633ee-f59e-4e0b-a7ea-cea09ac71e72,Gunshot,Training_Gunshot_Forest
2201,5BA23203_14999e365d-b888-41c5-9e23-f71d7905bb51cff118ed-ace7-4b64-ab75-8c72b317f42f9bd36da5-1e91-4b0f-ae73-ee9bfe9de878,Gunshot,Training_Gunshot_Forest
2202,5BE215D9_42be040947-03a9-4706-b5bc-9ba88b8f8d5a8c2c0f16-d77b-4a36-98e4-597d96fe0ac01de38751-82bc-454f-8230-4300ba79f511,Gunshot,Training_Gunshot_Forest
2203,5BF33B4C_58a337f04c-1122-4cb6-86c6-70523d83d43df56da72d-c0b5-4472-b35a-3c01e524d5972bcb0387-5ce2-4c50-9fd8-b7de2baa5836,Gunshot,Training_Gunshot_Forest
2205,5BE21760_48e4da117c-22da-405f-97a8-13a510a1b4704ccaec6c-b2d1-416b-b6a9-b2ac16e940954a436872-a3bd-4610-90a5-7583b343bceb,Gunshot,Training_Gunshot_Forest
2207,5BCE4D39_251d2fcb87-3d45-416e-b296-7842e9c7687d71af3c8c-a53c-4150-995a-b3e90235947655df9bb6-93ea-481b-8322-b7ef0cd3a149,Gunshot,Training_Gunshot_Forest
2208,5BE217B8_62c33b76de-72a7-4913-bf10-39029266ed461aec3030-f52d-4a0a-8d3f-dc94119ebbec5d1bf33c-21cf-4705-8d94-8042118f7763,Gunshot,Training_Gunshot_Forest
2210,5C6461FD_853997c65e-78d9-4040-8c92-d782709cfc11ee985fa6-76b4-43e8-81d7-f8547e180b9882e05b85-94d9-4b4a-8bc9-f8db2fe03a4d,Gunshot,Training_Gunshot_Forest
2211,5C339D1E_293081842e-ec22-45be-b179-46e674464de71fbb5599-d7bd-4df2-8e6e-44239a6a1d60a45a3ed3-de4f-47e2-9182-19abe5405741,Gunshot,Training_Gunshot_Forest
2212,5C53AE8D_330a831a82-7368-4e30-b6d9-7a93dda7d11930136cde-c298-481e-a61b-57ae0482658d3802f3c8-3596-4cc0-be48-2989a3535eda,Gunshot,Training_Gunshot_Forest
2213,5C5C8120_399ab0e779-af24-4b18-a6ea-66f53a63266112a7705a-63bf-4630-9e86-608ee4c83713ce4ddc8b-b888-4ea4-972c-79038276f740,Gunshot,Training_Gunshot_Forest
2214,5C50D65D_349c016cc1-c772-49df-8312-df725fb196a224c21e91-130a-4e72-9d18-f3bbdf777958dbc9e3e2-883f-4ad8-ad0e-1815700a5f47,Gunshot,Training_Gunshot_Forest
2215,5C524E06_75c15f6bfb-7730-4257-b2dc-437549a95ffd834e1b13-4727-43a7-a06c-30c8ec0e1ab74d32cc90-e038-4e66-b460-87023b7bce86,Gunshot,Training_Gunshot_Forest
2218,5C0358CA_6c9bdd198-709e-4c25-8114-cfcfaf6edfa5c15ce22b-2339-4ba4-963a-bfe9345c3e8b8c9f3824-73fc-460c-a89a-5a264e7ad2a9,Gunshot,Training_Gunshot_Forest
2220,5C035C73_82aea3a4a-be0a-44e9-868d-6a595aed714299cf0aab-63e6-4b43-803c-6374128828d3435f4aa1-fe6a-47f2-8c2f-888cc9ef0792,Gunshot,Training_Gunshot_Forest
2221,5C5C80EF_258b768ce0-3f52-4bf6-9fb6-c5f3977b7e67d139e700-3262-48cb-8d52-4beb56ba7fbf09231e83-8bda-4a4a-8462-1169bdd40938,Gunshot,Training_Gunshot_Forest
2222,5C15285A_74ba5296bd-445b-406d-9e36-5cd885785d5ffc7c6c62-c4b7-4b3b-8983-1c85fb4cdf6fead8078d-83cf-4f57-8fdd-274ce9df4441,Gunshot,Training_Gunshot_Forest
2223,5C24328D_5459442b4d-8c40-4288-8321-04c9de53980c888f5948-7940-4404-9397-445b4220176be1e74cd2-c40b-4afd-8cf7-a2db55353ef4,Gunshot,Training_Gunshot_Forest
2224,5C2D63A0_8dd5c9801-5bd6-4a17-a557-c593d5610ac80e0c4a12-ddbd-44e1-b3ee-732135f0692c8a327729-9e8b-4b17-91a5-e38dae871f25,Gunshot,Training_Gunshot_Forest
2225,5C396170_155b8f026b-18fc-494d-93c2-e888690c7c594d6895e2-ed14-4d48-ad56-04b6c7a867bb60c9a3d8-306f-4f56-84c5-87f1c1ac6a29,Gunshot,Training_Gunshot_Forest
2226,5C2D6347_14d14c42ae-e050-4199-8b62-ed25f88af5f2faeb2bfc-56fc-445e-91ff-b09fe4556ecbd6f8f94a-a2c2-4d81-8d6d-f80692e5383e,Gunshot,Training_Gunshot_Forest
2227,5C29735C_285620facb-791f-45b6-a96e-a16bf0cf7ad14f72b549-3a8d-4ca0-a471-24ca415bcae4c3446448-e94c-41a0-93c3-dfa767aca469,Gunshot,Training_Gunshot_Forest
2228,5C2D63A2_954d9849e-f441-4346-aa99-6a47a201ab6007d0880c-c6e6-49ef-90d1-8278d7ab2d4376fb503b-5946-4e3c-a5b0-068cf4d67853,Gunshot,Training_Gunshot_Forest
2229,5C5C80F5_2426c23f11-5720-44ea-bbe0-895b1719e0eb44d515ee-2e85-4006-a3a7-6839060846b1b0150f53-97f8-40e8-ae16-0632321918a2,Gunshot,Training_Gunshot_Forest
2230,5C5D1267_3d4ca03b5-c0a5-4ef1-92dd-cb1830607bd7a71a31e1-79a8-4f34-be56-144bd2c0a30abfe6f916-911d-4772-82ae-b0a7134023a1,Gunshot,Training_Gunshot_Forest
2232,5C5C80EC_244b0f274f-0c2f-4f4c-9e27-e4228f3174995324e1d9-19cb-4286-a01b-2083f0f16998e7b7ffef-ed86-4505-8a05-5b7e08255276,Gunshot,Training_Gunshot_Forest
2233,5BF33BB2_2688c75dc7-2b95-4004-9f38-5b5039026559c0dcc788-1808-45b0-be2d-17fb2700f36a4b9f68ec-4f5c-407a-abcb-50a1d3019c80,Gunshot,Training_Gunshot_Forest
2235,5BF33D68_2728c7fe48-a098-417c-a361-4edb2a7a2e36af1de2ab-9f88-4a9f-a9b1-bb1aa9e23fe19263feae-57af-4d9b-a513-b592109445cf,Gunshot,Training_Gunshot_Forest
2236,5C9E70CE_282ea5ab83-aef5-4bb4-9db0-9ec134e14bd89f300614-cb72-45fe-80ef-2b7e2ab977d64d9b1e91-ce9a-4411-b35e-8bd142aec4bf,Gunshot,Training_Gunshot_Forest
2237,5C0336D6_29253b1d3-39bd-47a0-9acf-5b9474a949a47e472784-7def-47d1-a9ad-07a8abe5a9226d6c7fa9-d1d6-4f2f-8e65-0919f19418bd,Gunshot,Training_Gunshot_Forest
2238,5C4DB3C4_32caa35f51-148a-423b-995a-71092ca0ac43a42a1861-b35b-4d84-a793-4aeb163b03c8347a50c9-fce2-479f-b264-26983b219c29,Gunshot,Training_Gunshot_Forest
2239,5C5778E9_775dd62a19-6341-4eff-ba88-97f7a999f07626833b0f-3e84-4cad-af46-1f9057f319db14356bee-cc9e-4c3e-af8a-ac9c9c6d222e,Gunshot,Training_Gunshot_Forest
2240,5C5778E5_76f540ecf6-3323-4c9a-9cfc-f2551ec91fed109013c3-89a7-4a75-b5ea-5ba59ab07e53345bfb5d-8426-4c42-971b-b863d7c9ffd5,Gunshot,Training_Gunshot_Forest
2241,5C93BAA2_89f960c70c-f10e-4a64-994a-b0562a56a04857c1efb2-0386-47e4-a38e-08164b551f9dcf49253b-5aad-4d6c-b42f-9498e4205398,Gunshot,Training_Gunshot_Forest
2243,5C29704E_26bc5dfd5c-980e-4202-ac0b-c8ec6083e7e4f939e9a4-6874-4001-b251-d4a57154b358b5578d09-4c61-43ec-9b93-f57fd6550ad6,Gunshot,Training_Gunshot_Forest
2244,5C524E02_740b98c127-95ff-48bd-a62a-ee8418c168fd8d68c470-ecbc-45ec-982d-415d6d8d53c17cf1a7a4-1a79-4599-beb6-8be840ecb271,Gunshot,Training_Gunshot_Forest
2245,5C9E70C6_39ffea74c0-4795-408c-b319-3b37f5286c9d7338828b-06ae-4690-b49e-e31934530a0d2ab1c07c-f889-4fd0-b9b1-1018a787f426,Gunshot,Training_Gunshot_Forest
2246,5C93BA13_8818cf36c6-864f-4b51-936f-00de6995cc9d47218f25-3ebd-417e-a12d-063e235cfa826c0863b6-950b-4200-8ef2-b2d2636b0901,Gunshot,Training_Gunshot_Forest
2247,5C9F0BF1_54fe44181e-1e29-44aa-93c2-e4b69d74626ad42a5f38-9f37-4b29-813f-9044cfce3be7427855c9-8472-4ae6-8e33-9247bec435ab,Gunshot,Training_Gunshot_Forest
2248,5C4DB33D_831ca91df4-f8dd-4068-ae7b-100bb4315a2f00dc260a-8913-4eab-9cb6-13f7363140d66750dbc1-6e07-4442-8d7e-7e8659c120ab,Gunshot,Training_Gunshot_Forest
2249,5C2D6345_13c2dfc0fc-3574-46ef-98f3-4057565d6dd5393aaf83-b031-4ab0-939e-8dfb79942fd9472e3489-0bfb-4557-8ae4-01f13d17ca1e,Gunshot,Training_Gunshot_Forest
2250,5C5CF083_478648526d-3730-43ce-a272-ea55e0358da5cf2c8893-aef4-42b1-8dc9-91f97b178a6a501417de-7ae5-4f3c-be2b-b6b60a905892,Gunshot,Training_Gunshot_Forest
2253,5C5CD139_24bfa15012-d0b0-48fc-a38d-7d29c62cc6aaab0ad487-81af-4d27-b10d-ed5ccfc2a56269242f06-3c95-47b6-a18f-07adb5ece9e2,Gunshot,Training_Gunshot_Forest
2254,5C646200_86738caed4-07ba-45df-b403-cc14083ec3a4b462c673-c511-4bae-b4f8-604e0e9df310b65aee51-1996-43e2-a088-f77ac04f3dc1,Gunshot,Training_Gunshot_Forest
2255,5C035CD5_65bbc07e9-93b4-453a-a1b6-6b714e8b25ff6e4da712-800d-4426-b164-9b7911613a0de327fb0a-ebc7-442b-a49f-8de0df8c9ce7,Gunshot,Training_Gunshot_Forest
2256,5C2D7AD4_155f8486db-5917-40c6-9c80-3886b499efccd8da7ec0-17c2-4666-83e9-01301c722eab5a10152b-79cf-41e0-9458-f0308ebfa403,Gunshot,Training_Gunshot_Forest
2257,5C097B3A_65355cf0e7-1ec4-4a86-adf9-7109720e8dcc20a5bebf-0d8f-4588-a8fc-be367ce9e53f75aea315-884c-4bc4-bf7a-8091b3fd6dc2,Gunshot,Training_Gunshot_Forest
2259,5C50D657_333d420432-3034-4e68-adad-ce453a018c05f8130030-da15-4484-a725-2df4530e9d8d464c3d01-9dea-4fa0-81d7-32200eba7e86,Gunshot,Training_Gunshot_Forest
2260,5C5CF141_27a68f19dd-327c-4e8b-b9ff-4715b07fa955f3fe741c-d5bf-4db9-a89c-0aade2c433d570923092-142e-4964-9639-0880af30aef7,Gunshot,Training_Gunshot_Forest
2261,5C821040_8479cff22c-2187-4b56-bdbe-6f10e674aeb67eb7b65c-c9a7-44e6-bac9-0694c1de556c93852fdf-6191-4848-9f42-91ca643789c2,Gunshot,Training_Gunshot_Forest
2262,5C5CF144_28d9f2a4b4-32c0-4ae5-b6d4-36070d1efdfa42439837-7d86-4d2b-a5b4-5907367c6944439268a2-b170-4a4e-8ff1-e79017a29761,Gunshot,Training_Gunshot_Forest
2263,5C3F8ED0_6886d0c8e2-1f50-4bcb-96d2-4a409951268ae6e40eaf-7186-4a9e-ab1e-8a10e949bbfb217b0aac-78bc-483c-a03a-409d4cb58548,Gunshot,Training_Gunshot_Forest
2264,5C5C80F2_23a2eb16ed-a673-4410-9316-d5a7b717952bfbe3598c-8ca3-49da-993b-38afd07d1d222abe1104-3985-49de-acdf-4f885489ca00,Gunshot,Training_Gunshot_Forest
2266,5C2D62EF_10475efebe-85d5-481d-95c0-222d5ea88c3369378e55-9142-4482-b9a8-c270165dba7e2f25c549-0647-4a22-b023-d132d6106d44,Gunshot,Training_Gunshot_Forest
2267,5C286156_1037ca0a56-7193-4325-9edb-7ebc63b50b425ce71a59-6060-43cd-9f20-71a9de2dcc9a30625aa5-3402-47d2-89fb-1899e59e8b16,Gunshot,Training_Gunshot_Forest
2268,5C297360_291b7cb8c1-8278-43e8-a20a-7d1511c95e3a749ce161-9596-4ac0-9b27-da7c853c532ba193757f-4844-4269-b6cf-18df41dfd81f,Gunshot,Training_Gunshot_Forest
2269,5C7C8813_50bfc0b59e-45e8-4212-9071-396865d6002c2d3fd29b-fcdf-4599-b8d3-8483444e28d1fa4572c3-9fec-4d2e-a63b-fd7441193e08,Gunshot,Training_Gunshot_Forest
